timestamp,commit,network,batch_size,repetition,individual_total_gas,merkle_batch_gas,individual_gas_per_model,merkle_gas_per_model,model_id_length
2026-08-10T12:18:55.472Z,881d7d06b7a15e63d348079bfa26b21fd02e7eb6,hardhat,100,17,9421300,4830079,94213,48300.79,24
2026-08-10T12:18:55.540Z,881d7d06b7a15e63d348079bfa26b21fd02e7eb6,hardhat,100,18,9421300,4830079,94213,48300.79,24
2026-08-10T12:18:55.608Z,881d7d06b7a15e63d348079bfa26b21fd02e7eb6,hardhat,100,19,9421300,4830079,94213,48300.79,24
2026-08-10T12:18:55.670Z,881d7d06b7a15e63d348079bfa26b21fd02e7eb6,hardhat,100,20,9421300,4830079,94213,48300.79,24
2026-08-10T12:18:55.738Z,881d7d06b7a15e63d348079bfa26b21fd02e7eb6,hardhat,100,21,9421300,4830079,94213,48300.79,24
2026-08-10T12:18:55.801Z,881d7d06b7a15e63d348079bfa26b21fd02e7eb6,hardhat,100,22,9420100,4830067,94201,48300.67,24
2026-08-10T12:18:55.870Z,881d7d06b7a15e63d348079bfa26b21fd02e7eb6,hardhat,100,23,9421300,4830079,94213,48300.79,24
2026-08-10T12:18:55.933Z,881d7d06b7a15e63d348079bfa26b21fd02e7eb6,hardhat,100,24,9421300,4830079,94213,48300.79,24
2026-08-10T12:18:56.001Z,881d7d06b7a15e63d348079bfa26b21fd02e7eb6,hardhat,100,25,9421300,4830079,94213,48300.79,24
2026-08-10T12:18:56.065Z,881d7d06b7a15e63d348079bfa26b21fd02e7eb6,hardhat,100,26,9421300,4830079,94213,48300.79,24
2026-08-10T12:18:56.134Z,881d7d06b7a15e63d348079bfa26b21fd02e7eb6,hardhat,100,27,9421300,4830079,94213,48300.79,24
2026-08-10T12:18:56.200Z,881d7d06b7a15e63d348079bfa26b21fd02e7eb6,hardhat,100,28,9421300,4830079,94213,48300.79,24
2026-08-10T12:18:56.277Z,881d7d06b7a15e63d348079bfa26b21fd02e7eb6,hardhat,100,29,9421300,4830079,94213,48300.79,24
2026-08-10T12:18:56.345Z,881d7d06b7a15e63d348079bfa26b21fd02e7eb6,hardhat,100,30,9421300,4830079,94213,48300.79,24
